,loss,accuracy,val_loss,val_accuracy,lr
0,0.5712217092514038,0.7433333396911621,0.6553812623023987,0.7099999785423279,1e-04
1,0.36624595522880554,0.8516666889190674,0.40552374720573425,0.8199999928474426,1e-04
2,0.21284976601600647,0.9200000166893005,0.48606228828430176,0.824999988079071,1e-04
3,0.1465672105550766,0.9411110877990723,0.8679409027099609,0.6800000071525574,1e-04
4,0.14691632986068726,0.9477777481079102,0.5460442900657654,0.7300000190734863,1e-04
5,0.11137035489082336,0.9599999785423279,0.4516527056694031,0.8949999809265137,1e-04
6,0.11041076481342316,0.9627777934074402,0.8347217440605164,0.75,1e-04
7,0.11643847078084946,0.9599999785423279,1.978140115737915,0.699999988079071,1e-04
8,0.11845739930868149,0.9588888883590698,1.244729995727539,0.7749999761581421,1e-04
9,0.07361608743667603,0.9794444441795349,1.2873749732971191,0.8050000071525574,1e-04
10,0.07531256228685379,0.9694444537162781,1.21964693069458,0.8050000071525574,1e-04
11,0.06623909622430801,0.9822221994400024,0.7263869643211365,0.8550000190734863,1e-04
12,0.05394228547811508,0.9822221994400024,1.077701449394226,0.8299999833106995,1e-04
13,0.06996049731969833,0.977222204208374,0.4212383031845093,0.8849999904632568,1e-04
14,0.06225140020251274,0.9777777791023254,0.6409331560134888,0.8799999952316284,1e-04
15,0.050679564476013184,0.9872221946716309,0.5444322824478149,0.8899999856948853,1e-04
16,0.03684128820896149,0.9894444346427917,0.6418290138244629,0.8949999809265137,1e-04
17,0.04912542924284935,0.9822221994400024,0.591763436794281,0.8700000047683716,1e-04
18,0.07643134891986847,0.9744444489479065,0.8612711429595947,0.8199999928474426,1e-04
19,0.05929746851325035,0.9811111092567444,0.4933355748653412,0.8949999809265137,1e-04
20,0.04750276729464531,0.9827777743339539,0.8216536045074463,0.8849999904632568,1e-04
21,0.054406363517045975,0.9844444394111633,0.6975492835044861,0.8650000095367432,1e-04
22,0.03968840464949608,0.9861111044883728,0.6804710626602173,0.8600000143051147,1e-04
23,0.04937414824962616,0.9844444394111633,1.1584572792053223,0.7950000166893005,1e-04
24,0.06397262215614319,0.9800000190734863,0.6940724849700928,0.8899999856948853,1e-04
25,0.039915431290864944,0.9900000095367432,0.7219992280006409,0.9100000262260437,1e-04
26,0.025557994842529297,0.9911110997200012,0.6056964993476868,0.9200000166893005,1e-04
27,0.05048220232129097,0.9838888645172119,0.519692599773407,0.8799999952316284,1e-04
28,0.04749171435832977,0.9861111044883728,0.6679263114929199,0.8799999952316284,1e-04
29,0.01872902549803257,0.9933333396911621,0.6584756970405579,0.8999999761581421,1e-04
30,0.017805712297558784,0.995555579662323,0.8133052587509155,0.8849999904632568,1e-04
31,0.035855237394571304,0.9855555295944214,1.178292155265808,0.800000011920929,1e-04
32,0.054758746176958084,0.9827777743339539,0.6066220998764038,0.9049999713897705,1e-04
33,0.025049885734915733,0.992222249507904,1.0421242713928223,0.8700000047683716,1e-04
34,0.055538687855005264,0.9872221946716309,0.7935895323753357,0.8899999856948853,1e-04
35,0.05800911411643028,0.9833333492279053,0.4564736485481262,0.9100000262260437,1e-04
36,0.02003878355026245,0.9927777647972107,0.6337530612945557,0.8999999761581421,1e-04
37,0.026228422299027443,0.992222249507904,0.7615846991539001,0.8799999952316284,1e-04
38,0.030795488506555557,0.9905555844306946,1.3644551038742065,0.824999988079071,1e-04
39,0.033905353397130966,0.992222249507904,0.7554607391357422,0.8650000095367432,1e-04
40,0.039345331490039825,0.9888888597488403,0.4911668300628662,0.8899999856948853,1e-04
41,0.022764617577195168,0.9938889145851135,0.608307421207428,0.8999999761581421,1e-04
42,0.051631949841976166,0.9894444346427917,0.7441033720970154,0.8399999737739563,1e-04
43,0.020379574969410896,0.9927777647972107,0.9557198882102966,0.875,1e-04
44,0.04488658532500267,0.9888888597488403,0.5057553648948669,0.8799999952316284,1e-04
45,0.03790940344333649,0.9877777695655823,0.593314528465271,0.8500000238418579,1e-04
46,0.01762285642325878,0.995555579662323,0.7238208651542664,0.8849999904632568,1e-04
47,0.014317456632852554,0.995555579662323,0.8065246343612671,0.8700000047683716,1e-04
48,0.018879663199186325,0.9961110949516296,0.7086388468742371,0.8999999761581421,1e-04
49,0.008633961901068687,0.9972222447395325,1.0959080457687378,0.875,1e-04
